original_index,stemmed,clean_final
210,"['jarang', 'low', 'pity']",jarang low pity
211,"['tombol', 'skip', 'dialog', 'dialog', 'panjang', 'gila']",tombol skip dialog dialog panjang gila
212,"['bintang', 'castorice', 'ku', 'pulang', 'puluh', 'kali', 'gacha', 'hoyo', 'castorice']",bintang castorice ku pulang puluh kali gacha hoyo castorice
213,"['kidding', 'new', 'stars', 'characters', 'edit', 'goda', 'bansos', 'dikit', 'langsung', 'ratingnya']",kidding new stars characters edit goda bansos dikit langsung ratingnya
214,"['ramah', 'f', 'p', 'power', 'creep', 'ganas']",ramah f p power creep ganas
215,"['selamat', 'ulang', 'hsr', 'years', 'anniversary']",selamat ulang hsr years anniversary
216,"['santai', 'teka', 'teki', 'sulit', 'sesuai', 'alur', 'cerita']",santai teka teki sulit sesuai alur cerita
217,"['char', 'b', 'dikit', 'patch', 'enemy', 'kebal', 'tubuh', 'badag', 'bet', 'coeg', 'kelarin', 'boss', 'butuh', 'jam', 'dps', 'jadoel', 'wowkkwkw', 'lowspender', 'mah', 'mending', 'koleksi', 'waifu', 'doang', 'ngikutin', 'char', 'daun', 'mah', 'tar', 'ganti', 'char', 'dateng', 'story', 'banyak', 'yapping', 'bangke']",char b dikit patch enemy kebal tubuh badag bet coeg kelarin boss butuh jam dps jadoel wowkkwkw lowspender mah mending koleksi waifu doang ngikutin char daun mah tar ganti char dateng story banyak yapping bangke
218,"['wuthering', 'wave', 'ever']",wuthering wave ever
219,"['mabar', 'epep', 'emel', 'yok', 'bang']",mabar epep emel yok bang
220,"['berat', 'loading', 'screen', 'lambuaaaat', 'ringanin', 'kaya', 'gin']",berat loading screen lambuaaaat ringanin kaya gin
221,"['habis', 'storage', 'grapik']",habis storage grapik
222,"['keep', 'fighting']",keep fighting
223,['seru'],seru
224,"['pay', 'win']",pay win
225,"['kikir', 'impact']",kikir impact
226,"['powercreepnya', 'rangin']",powercreepnya rangin
227,[],
228,"['semenjak', 'update', 'force', 'close', 'buka', 'bentar', 'langsung', 'kirain', 'tau', 'zzz', 'aman', 'aj', 'baik', 'donk']",semenjak update force close buka bentar langsung kirain tau zzz aman aj baik donk
229,"['ramah', 'mid']",ramah mid
230,"['power', 'creep', 'cepat', 'fitur', 'nikah', 'fitur', 'nyium', 'waifu', 'fitur', 'peluk', 'waifu', 'overall']",power creep cepat fitur nikah fitur nyium waifu fitur peluk waifu overall
231,"['castorice', 'modal', 'pity', 'developer']",castorice modal pity developer
232,"['alur', 'cerita', 'amphoreus', 'moga', 'alur', 'cerita', 'kaya', 'blobog', 'durasi', 'xianzhou', 'penacony', 'wort']",alur cerita amphoreus moga alur cerita kaya blobog durasi xianzhou penacony wort
233,['eventnya'],eventnya
234,"['power', 'creep', 'gila']",power creep gila
235,"['suka', 'karakter', 'musuh', 'sulit', 'mudah', 'mula']",suka karakter musuh sulit mudah mula
236,"['laa', 'hoyo', 'baik', 'lgii', 'naga', 'casto', 'hape', 'panass']",laa hoyo baik lgii naga casto hape panass
237,"['kikir', 'event', 'kikir', 'kikir', 'f', 'p', 'option', 'sakit', 'power', 'creep', 'gila', 'patch', 'wajib', 'ghaca', 'ghaca', 'clear', 'reward', 'end', 'story', 'isi', 'dialog', 'jam', 'jam', 'teknik', 'mareking', 'teknik', 'marketing', 'lupa', 'f', 'p', 'gin', 'hilang', 'minat']",kikir event kikir kikir f p option sakit power creep gila patch wajib ghaca ghaca clear reward end story isi dialog jam jam teknik mareking teknik marketing lupa f p gin hilang minat
238,['kerenn'],kerenn
239,"['cutscene', 'patah', 'patah']",cutscene patah patah
240,"['selamat', 'anniversary']",selamat anniversary
241,"['moc', 'susah', 'f', 'p']",moc susah f p
242,"['ajar', 'kasih', 'hard', 'pity']",ajar kasih hard pity
243,"['butuh', 'tombol', 'skip']",butuh tombol skip
244,"['skin', 'tarik', 'bosan', 'deh']",skin tarik bosan deh
245,"['stop', 'playing', 'played', 'since', 'beginning', 'launched', 'really', 'changed', 'sad', 'think']",stop playing played since beginning launched really changed sad think
246,"['honkai', 'star', 'rail']",honkai star rail
247,"['saran', 'player', 'harap', 'rilis', 'karakter', 'karakter', 'karakter', 'kena', 'powercreep', 'cape', 'farming', 'minggu', 'minggu', 'build', 'karakter', 'rilis', 'karakter', 'basenya', 'op', 'karakter', 'sia', 'musuh', 'kena', 'buff', 'besar', 'point', 'utama', 'karakter', 'kena', 'powercreep']",saran player harap rilis karakter karakter karakter kena powercreep cape farming minggu minggu build karakter rilis karakter basenya op karakter sia musuh kena buff besar point utama karakter kena powercreep
248,"['milik', 'akun', 'device', 'selesai', 'story', 'utama', 'karna', 'memori', 'device', 'tip', 'hapus', 'data', 'quest', 'fitur', 'barusan', 'login', 'suruh', 'men', 'download', 'ulang', 'data', 'gb', 'hapus', 'olah', 'ganti', 'akun', 'akun', 'selesai', 'story']",milik akun device selesai story utama karna memori device tip hapus data quest fitur barusan login suruh men download ulang data gb hapus olah ganti akun akun selesai story
249,[],
250,"['pensi', 'gapapa', 'ikut', 'bintang']",pensi gapapa ikut bintang
251,['bansos'],bansos
252,"['mainin', 'oiya', 'omongin', 'player', 'story', 'jelek', 'ngebosenin', 'ush', 'cuman', 'player', 'rpg', 'cuman', 'battle', 'doang', 'omongin', 'player', 'skip', 'button', 'ush', 'togel', 'biar', 'singkat', 'idup', 'lo', 'lo']",mainin oiya omongin player story jelek ngebosenin ush cuman player rpg cuman battle doang omongin player skip button ush togel biar singkat idup lo lo
253,"['rate', 'gacha', 'ampas', 'patch', 'dah', 'malas', 'mending', 'pb']",rate gacha ampas patch dah malas mending pb
254,"['hello', 'dev', 'u', 'know', 'global', 'passive']",hello dev u know global passive
255,[],
256,"['detail', 'karakter', 'update', 'pity', 'gacha', 'char', 'lc', 'hard', 'new', 'player', 'gaca', 'tribbie', 'kena', 'hard', 'pity', 'gaca', 'castorice', 'kena', 'hard', 'pity', 'apala', 'gaca', 'hard', 'kasi', 'player', 'new', 'hoyo', 'hoyo', 'boss', 'kena', 'inflation', 'tebas', 'tim', 'ku', 'langsung', 'mati', 'gitu', 'char', 'kaya', 'damage', 'samsek', 'boss', 'hoyo', 'hoyo']",detail karakter update pity gacha char lc hard new player gaca tribbie kena hard pity gaca castorice kena hard pity apala gaca hard kasi player new hoyo hoyo boss kena inflation tebas tim ku langsung mati gitu char kaya damage samsek boss hoyo hoyo
257,"['hoyo', 'plin', 'plan', 'pity', 'gacha']",hoyo plin plan pity gacha
258,"['bilang', 'jelek', 'coba', 'sieh', 'modal', 'fomo']",bilang jelek coba sieh modal fomo
259,"['kechee', 'sukak', 'bintang', 'tu', 'fomoo']",kechee sukak bintang tu fomoo
260,"['wife', 'give', 'star']",wife give star
261,['kikir'],kikir
262,"['enak', 'nikmat', 'teman', 'tidur', 'pass', 'farming', 'tidur', 'karna', 'santai']",enak nikmat teman tidur pass farming tidur karna santai
263,"['segi', 'desain', 'karakter', 'latar', 'story', 'event', 'main', 'awal', 'main', 'serasa', 'mudah', 'uninstal', 'paham', 'buruk', 'rindu', 'download', 'lagixd', 'btw', 'download', 'desain', 'logo', 'marcht', 'th', 'bro', 'hoyo', 'marcht', 'th', 'sadar', 'guw', 'kangen', 'yapping']",segi desain karakter latar story event main awal main serasa mudah uninstal paham buruk rindu download lagixd btw download desain logo marcht th bro hoyo marcht th sadar guw kangen yapping
264,[],
265,"['peak', 'gameee']",peak gameee
266,"['global', 'passive', 'hoyo']",global passive hoyo
267,[],
268,"['lelah', 'nih', 'gacha', 'rateon', 'karakter', 'siksa', 'rateon', 'eh', 'tambah', 'hardpity', 'lelah']",lelah nih gacha rateon karakter siksa rateon eh tambah hardpity lelah
269,"['mobile', 'baik', 'suka', 'hsr', 'genshin', 'impact', 'dermawan', 'pelit', 'stellar', 'jade', 'desain', 'char', 'tarung', 'doang', 'back', 'story', 'gacha', 'farming', 'relic', 'stellar', 'jade', 'euy', 'sunday', 'kafka', 'clara', 'mydei', 'ah', 'pokok', 'guwa', 'edit', 'bilang', 'clara', 'mydei', 'langsung', 'bonus', 'castorice']",mobile baik suka hsr genshin impact dermawan pelit stellar jade desain char tarung doang back story gacha farming relic stellar jade euy sunday kafka clara mydei ah pokok guwa edit bilang clara mydei langsung bonus castorice
270,"['woi', 'karakter', 'castorice', 'bangat', 'gacha', 'x', 'masnyallah', 'pelit', 'bet', 'gacha', 'honkai', 'star', 'rail', 'bansos', 'cair', 'mulu', 'gacha', 'loh', 'hoyo', 'akun', 'ku', 'ilang', 'gara', 'ente', 'karakter', 'kait', 'google', 'lo', 'karakter', 'castorice']",woi karakter castorice bangat gacha x masnyallah pelit bet gacha honkai star rail bansos cair mulu gacha loh hoyo akun ku ilang gara ente karakter kait google lo karakter castorice
271,['b'],b
272,"['bener', 'power', 'creep', 'cepat', 'kilat', 'gacha', 'pikir', 'chara', 'doang', 'pull', 'bom', 'lc', 'signnya']",bener power creep cepat kilat gacha pikir chara doang pull bom lc signnya
273,['anjr'],anjr
274,['terimakasi'],terimakasi
275,"['tunggu', 'customer', 'service', 'bom', 'bales', 'kemaren', 'hubungin', 'bales', 'tutup', 'balas', 'jelek', 'deh']",tunggu customer service bom bales kemaren hubungin bales tutup balas jelek deh
276,"['login', 'jaring', 'error', 'mulu', 'ngapa', 'anjg']",login jaring error mulu ngapa anjg
277,[],
278,"['kurang', 'cuman', 'powercreep']",kurang cuman powercreep
279,['kikir'],kikir
280,"['lebay', 'bilang', 'powercreep', 'apa', 'mah', 'skill', 'issue']",lebay bilang powercreep apa mah skill issue
281,"['cuman', 'frame', 'drop', 'castorice', 'brust', 'hehe', 'poko']",cuman frame drop castorice brust hehe poko
282,[],
283,"['tambah', 'bintang', 'dikit', 'b']",tambah bintang dikit b
284,[],
285,"['item', 'reset', 'karakter', 'sulit', 'cari', 'resource', 'butuh', 'energi']",item reset karakter sulit cari resource butuh energi
286,"['full', 'yapping', 'rn', 'endgame', 'must', 'pull', 'new', 'char', 'old', 'character', 'relevant', 'anymore', 'zonk', 'investment']",full yapping rn endgame must pull new char old character relevant anymore zonk investment
287,"['alur', 'cerita', 'desain', 'karakter', 'unik', 'animasi', 'mudah', 'bosan']",alur cerita desain karakter unik animasi mudah bosan
288,"['daddy', 'characters']",daddy characters
289,"['syukur', 'coba', 'player', 'f', 'p', 'castorice', 'lc', 'bugnya', 'ngakak']",syukur coba player f p castorice lc bugnya ngakak
290,"['main', 'handphone', 'dukung', 'main']",main handphone dukung main
291,[],
292,"['chara', 'bgus', 'desain', 'battle', 'lh', 'note', 'cuman', 'jengkel', 'tuh', 'story', 'tele', 'tele', 'boring', 'npc', 'angkuh', 'mc', 'serasa', 'babu', 'asing', 'dialog', 'aksi', 'dikit', 'ngobrol', 'gitu', 'jalan', 'dikit', 'eh', 'ngobrol', 'gitu', 'jalan', 'hdeh', 'harap', 'tombol', 'skip', 'lh', 'cape', 'tap', 'tap', 'layar', 'kaya', 'gi', 'mah']",chara bgus desain battle lh note cuman jengkel tuh story tele tele boring npc angkuh mc serasa babu asing dialog aksi dikit ngobrol gitu jalan dikit eh ngobrol gitu jalan hdeh harap tombol skip lh cape tap tap layar kaya gi mah
293,"['youuuuu', 'mihoyoooooooooooo']",youuuuu mihoyoooooooooooo
294,"['yahahaha', 'ngatain', 'global', 'passive', 'ngacaukan', 'meta', 'casto', 'senyum', 'senyum', 'tuh']",yahahaha ngatain global passive ngacaukan meta casto senyum senyum tuh
295,[],
296,"['powercreep', 'banyak', 'event', 'kurang', 'story', 'yapping', 'overall']",powercreep banyak event kurang story yapping overall
297,"['baik', 'ku', 'story', 'suka', 'story', 'penacony', 'penacony', 'peak', 'bad', 'dude']",baik ku story suka story penacony penacony peak bad dude
298,"['cma', 'kurang', 'sakit', 'powercreep', 'gila', 'gilak']",cma kurang sakit powercreep gila gilak
299,"['saye', 'suke', 'cwk', 'ckp']",saye suke cwk ckp
300,"['hard', 'pity', 'kalah', 'rate']",hard pity kalah rate
301,"['pelit', 'rate', 'x', 'males', 'musuh', 'susah', 'powercreep', 'inflasi', 'darah', 'musuh', 'asli', 'males', 'sampe', 'uninstall']",pelit rate x males musuh susah powercreep inflasi darah musuh asli males sampe uninstall
302,"['hoyo', 'give', 'us', 'support', 'controller', 'android', 'boring', 'much', 'yapping']",hoyo give us support controller android boring much yapping
303,"['fitur', 'ganti', 'gender', 'ken', 'ganti', 'caelus']",fitur ganti gender ken ganti caelus
304,"['cut', 'secene', 'karakter', 'utama', 'bansos', 'lancar', 'castorice', 'x', 'spin', 'con', 'x', 'spin', 'castorice', 'con', 'rekomendasi', 'tambah', 'kasihan', 'player', 'jade', 'passan', 'con', 'pake', 'dage', 'mihoyo']",cut secene karakter utama bansos lancar castorice x spin con x spin castorice con rekomendasi tambah kasihan player jade passan con pake dage mihoyo
305,"['tulis', 'cerita', 'tingkat', 'klise', 'kompleks', 'cerita', 'karakter', 'suka', 'sistem', 'tarung', 'honkai', 'star', 'rail', 'yyang', 'turn', 'base', 'lelah', 'main', 'visualisasi', 'karakter']",tulis cerita tingkat klise kompleks cerita karakter suka sistem tarung honkai star rail yyang turn base lelah main visualisasi karakter
306,"['parah', 'gaca', 'pity', 'kali', 'ungu', 'karakter', 'bintang']",parah gaca pity kali ungu karakter bintang
307,['lovely'],lovely
308,"['patch', 'ngelag', 'bangett', 'deket', 'wifi', 'memori', 'amann']",patch ngelag bangett deket wifi memori amann
309,"['download', 'data', 'gagal', 'mulu', 'goblokkkk', 'internet', 'jalan', 'lancarr']",download data gagal mulu goblokkkk internet jalan lancarr
310,"['tambah', 'fitur', 'anak', 'misi', 'ngedate', 'waifu']",tambah fitur anak misi ngedate waifu
311,"['saran', 'chipset', 'hio', 'usaha', 'biar', 'lancar', 'grafik', 'patah']",saran chipset hio usaha biar lancar grafik patah
312,"['gift', 'luck', 'need', 'luck']",gift luck need luck
313,"['overall', 'gameplaynya', 'tarik', 'saran', 'optimal', 'pakai', 'grafis', 'bug', 'battle', 'explore']",overall gameplaynya tarik saran optimal pakai grafis bug battle explore
314,"['kesini', 'bener', 'bener', 'nyuruh', 'cuman', 'gacha', 'karakter']",kesini bener bener nyuruh cuman gacha karakter
315,"['gamee', 'baruu', 'castorice', 'pity']",gamee baruu castorice pity
316,"['bang', 'bang', 'cape', 'nguli', 'clara']",bang bang cape nguli clara
317,"['bagussss', 'sukak']",bagussss sukak
318,"['global', 'passive']",global passive
319,"['mihoyo', 'rilis', 'castorice']",mihoyo rilis castorice
320,"['le', 'segi', 'story', 'desain', 'character', 'animasi', 'dll', 'fitur', 'skip', 'story']",le segi story desain character animasi dll fitur skip story
321,"['tantang', 'dalam']",tantang dalam
322,"['tok', 'hapok', 'kalah', 'rate', 'pity', 'sad']",tok hapok kalah rate pity sad
323,"['usaha', 'kalah', 'rate', 'mentok', 'pity']",usaha kalah rate mentok pity
324,"['adakan', 'fitur', 'nikah', 'karakter']",adakan fitur nikah karakter
325,['developer'],developer
326,"['optimal', 'genshin', 'lancar', 'frame', 'drop', 'optimal']",optimal genshin lancar frame drop optimal
327,"['bansosnya', 'tuan']",bansosnya tuan
328,"['powercreep', 'nih', 'f', 'p', 'gacha', 'hard', 'pity', 'gilir', 'double', 'apa', 'ken', 'gitu', 'low', 'pity', 'win', 'rate']",powercreep nih f p gacha hard pity gilir double apa ken gitu low pity win rate
329,"['overall', 'story', 'telling', 'getting', 'worse', 'getting', 'boring', 'getting', 'longer', 'scenes', 'animated', 'replaced', 'writing', 'excessive', 'inflation', 'makes', 'mechanics', 'unbalanced', 'anniversary', 'events', 'many', 'think', 'players', 'busy', 'working', 'first', 'started', 'playing', 'hsr', 'thought', 'could', 'played', 'casually', 'give', 'us', 'story', 'finishes', 'hours']",overall story telling getting worse getting boring getting longer scenes animated replaced writing excessive inflation makes mechanics unbalanced anniversary events many think players busy working first started playing hsr thought could played casually give us story finishes hours
330,"['fitur', 'endgame', 'konten', 'senang']",fitur endgame konten senang
331,"['kecewa', 'fitur', 'telanjang', 'anak']",kecewa fitur telanjang anak
332,"['akun', 'login', 'aktivitas', 'aneh', 'maenin', 'wifi', 'mati', 'log', 'login']",akun login aktivitas aneh maenin wifi mati log login
333,"['langsung', 'kasih', 'karakter', 'b', 'gratis', 'karakter', 'b', 'limited', 'grafik', 'visual']",langsung kasih karakter b gratis karakter b limited grafik visual
334,"['hoyogames', 'horrible']",hoyogames horrible
335,"['moga', 'depan']",moga depan
336,"['powercreep', 'inflation', 'global', 'passive', 'ruins', 'enjoyed', 'story', 'far', 'truly', 'unplayable', 'since', 'force', 'us', 'roll', 'every', 'upcoming', 'banner', 'keep', 'end', 'content', 'find', 'ridiculous', 'one', 'thing', 'high', 'pity', 'guarantee', 'getting', 'rate', 'character', 'imagine', 'losing', 'pity', 'still', 'get', 'character', 'hsr', 'longer', 'favorite']",powercreep inflation global passive ruins enjoyed story far truly unplayable since force us roll every upcoming banner keep end content find ridiculous one thing high pity guarantee getting rate character imagine losing pity still get character hsr longer favorite
337,"['peduli', 'orang', 'bilang', 'honkai', 'cuman', 'nikmatin', 'jalan', 'cerita']",peduli orang bilang honkai cuman nikmatin jalan cerita
338,[],
339,[],
340,"['everything', 'give', 'us', 'x', 'speed', 'least', 'story', 'quest', 'player', 'job', 'helpful']",everything give us x speed least story quest player job helpful
341,"['dri', 'pc', 'pindah', 'engga', 'login', 'email', 'engga', 'bales', 'engga', 'login']",dri pc pindah engga login email engga bales engga login
342,"['harap', 'jing', 'yuan', 'update', 'team', 'hoyo', 'karna', 'pada', 'saran', 'buff', 'pasif', 'tiap', 'karakter', 'karakter', 'saing', 'meta', 'versi', 'jalan', 'bansos']",harap jing yuan update team hoyo karna pada saran buff pasif tiap karakter karakter saing meta versi jalan bansos
343,"['akun', 'cinta', 'hsr']",akun cinta hsr
344,"['minimal', 'tombol', 'skip']",minimal tombol skip
345,"['saran', 'nih', 'saran', 'tambah', 'fitur', 'mabarnya', 'mas', 'hoyo']",saran nih saran tambah fitur mabarnya mas hoyo
346,['yoiii'],yoiii
347,"['abis', 'anniv', 'gin', 'susah', 'login', 'tolong', 'woy', 'optimalisasi', 'kemarin', 'cepet', 'skrng', 'login', 'bener', 'males']",abis anniv gin susah login tolong woy optimalisasi kemarin cepet skrng login bener males
348,"['powercreep', 'patch', 'mana', 'gacha', 'char', 'rilis', 'saing', 'meta']",powercreep patch mana gacha char rilis saing meta
349,[],
350,['simpel'],simpel
351,"['aduhhh', 'candu', 'nyaa']",aduhhh candu nyaa
352,"['banyak', 'karakter', 'b', 'player', 'milik', 'karakter', 'b']",banyak karakter b player milik karakter b
